Order_ID,Date,Customer_Segment,Drone_Model,Delivery_Time_Min,Order_Value_USD,Distance_KM,Weather_Condition,Traffic_Density,Customer_Rating,Kitchen_ID,Promo_Code_Used,Refund_Issued,Late_Delivery
NN-2307,2025-08-08,Corporate,Swift-X,24.0,111.99,15.38,Clear,Medium,3.0,KITCH-2,Yes,Yes,False
NN-2308,2025-10-12,Individual,Swift-X,35.0,87.0,6.14,Rainy,High,5.0,KITCH-4,No,Yes,False
NN-2309,2025-12-12,Corporate,Swift-X,29.0,220.73,7.08,Rainy,High,1.0,KITCH-4,No,No,False
NN-2310,2025-01-17,Individual,Heavy-Lift,24.0,176.22,3.57,High Winds,Medium,2.0,KITCH-3,No,No,False
NN-2311,2025-04-04,Individual,Swift-X,33.0,96.04,4.12,High Winds,Medium,2.0,KITCH-2,Yes,Yes,False
NN-2312,2025-10-12,Individual,Swift-X,38.0,126.5,11.12,Rainy,High,2.0,KITCH-3,Yes,Yes,True
NN-2313,2025-08-30,Individual,Swift-X,30.0,195.91,14.31,Clear,Low,3.0,KITCH-2,No,No,False
NN-2314,2025-06-19,Individual,Heavy-Lift,25.0,63.42,6.84,Stormy,High,2.0,KITCH-5,No,Yes,False
NN-2315,2025-10-03,Corporate,Eco-Glide,11.0,82.6,3.77,High Winds,Low,3.0,KITCH-1,No,Yes,False
NN-2316,2025-12-21,Corporate,Eco-Glide,14.0,63.68,5.28,Rainy,Medium,3.0,KITCH-1,Yes,No,False
NN-2317,2025-04-28,Individual,Eco-Glide,21.0,252.14,7.71,Stormy,Low,5.0,KITCH-3,No,No,False
NN-2318,2025-10-25,VIP,Eco-Glide,18.0,236.86,5.36,Clear,High,1.0,KITCH-5,No,Yes,False
NN-2319,2025-02-05,Individual,Heavy-Lift,23.0,237.09,4.54,Stormy,Low,3.0,KITCH-5,No,No,False
NN-2320,2025-10-04,VIP,Eco-Glide,25.0,227.66,11.72,Clear,Low,3.0,KITCH-3,No,No,False
NN-2321,2025-02-09,Individual,Swift-X,30.0,215.69,1.31,High Winds,Medium,3.0,KITCH-2,No,Yes,False
NN-2322,2025-07-11,Unknown,Eco-Glide,24.0,166.63,8.91,High Winds,High,5.0,KITCH-3,Yes,No,False
NN-2323,2025-05-11,VIP,Swift-X,29.0,208.78,12.55,High Winds,High,2.0,KITCH-2,No,No,False
NN-2324,2025-10-10,VIP,Eco-Glide,25.0,54.78,5.01,Clear,Low,3.0,KITCH-3,No,No,False
NN-2325,2025-11-09,VIP,Swift-X,5.0,203.47,9.83,Stormy,Low,4.0,KITCH-1,Yes,Yes,False
NN-2326,2025-03-23,VIP,Swift-X,15.0,243.36,10.77,Clear,Low,3.0,KITCH-4,No,Yes,False
NN-2327,2025-08-14,Corporate,Swift-X,23.0,172.59,10.57,Rainy,Medium,4.0,KITCH-2,Yes,Yes,False
NN-2328,2025-04-02,Unknown,Heavy-Lift,12.0,136.17,7.58,Clear,High,3.0,KITCH-1,No,Yes,False
NN-2329,2025-01-16,Unknown,Swift-X,30.0,115.74,6.16,High Winds,Medium,1.0,KITCH-2,No,No,False
NN-2330,2025-08-14,Corporate,Eco-Glide,40.0,208.91,13.15,High Winds,High,3.0,KITCH-2,Yes,Yes,True
NN-2331,2025-08-13,Individual,Heavy-Lift,37.0,221.66,12.05,Rainy,High,3.0,KITCH-2,No,No,True
NN-2332,2025-01-09,Corporate,Swift-X,22.0,267.1,5.79,High Winds,High,3.0,KITCH-3,No,Yes,False
NN-2333,2025-10-08,Unknown,Eco-Glide,39.0,132.3,2.67,Stormy,Low,3.0,KITCH-5,Yes,Yes,True
NN-2334,2025-05-29,VIP,Swift-X,26.0,241.29,2.23,Stormy,High,5.0,KITCH-4,Yes,Yes,False
NN-2335,2025-05-16,Unknown,Swift-X,21.0,188.15,2.55,Clear,Low,4.0,KITCH-2,Yes,No,False
NN-2336,2025-03-14,Individual,Swift-X,18.0,270.12,9.54,Rainy,Medium,2.0,KITCH-2,No,No,False
NN-2337,2025-01-27,Individual,Eco-Glide,21.0,179.59,1.94,High Winds,High,3.0,KITCH-5,Yes,No,False
NN-2338,2025-11-03,Unknown,Swift-X,21.0,177.0,6.02,Clear,Medium,3.0,KITCH-2,Yes,No,False
NN-2339,2025-07-23,Individual,Heavy-Lift,26.0,192.36,11.97,Rainy,Low,5.0,KITCH-1,Yes,Yes,False
NN-2340,2025-01-13,Individual,Swift-X,24.0,236.08,5.41,High Winds,Low,3.0,KITCH-3,No,Yes,True
NN-2341,2025-07-08,Corporate,Swift-X,25.0,291.0,12.12,Clear,High,5.0,KITCH-1,No,No,False
NN-2342,2025-12-13,VIP,Swift-X,29.0,63.76,11.86,Clear,Low,1.0,KITCH-5,Yes,No,False
NN-2343,2025-09-07,Individual,Swift-X,36.0,58.63,4.72,Clear,Medium,4.0,KITCH-4,Yes,No,True
NN-2344,2025-03-30,VIP,Eco-Glide,34.0,284.08,11.62,Clear,Medium,3.0,KITCH-3,No,No,False
NN-2345,2025-09-15,Corporate,Swift-X,10.0,180.12,11.89,Clear,High,2.0,KITCH-4,No,No,False
NN-2346,2025-09-21,Unknown,Eco-Glide,0.0,201.8,6.88,High Winds,Medium,4.0,KITCH-2,Yes,Yes,False
NN-2347,2025-08-22,VIP,Swift-X,34.0,168.02,4.21,High Winds,Medium,3.0,KITCH-1,Yes,No,False
NN-2348,2025-06-06,Unknown,Heavy-Lift,11.0,68.88,8.65,Clear,High,3.0,KITCH-2,No,No,False
NN-2349,2025-07-07,Corporate,Heavy-Lift,22.0,240.86,14.38,Rainy,Medium,1.0,KITCH-2,No,Yes,False
NN-2350,2025-04-10,VIP,Swift-X,13.0,235.54,10.35,Rainy,High,3.0,KITCH-1,No,Yes,False
NN-2351,2025-08-02,VIP,Eco-Glide,6.0,124.48,3.67,Rainy,Low,2.0,KITCH-2,Yes,Yes,False
NN-2352,2025-08-23,Unknown,Heavy-Lift,30.0,123.09,10.96,Stormy,High,3.0,KITCH-5,No,No,False
NN-2353,2025-08-10,VIP,Heavy-Lift,32.0,258.65,7.31,Clear,High,5.0,KITCH-4,Yes,No,False
NN-2354,2025-05-28,VIP,Swift-X,19.0,63.45,9.66,Rainy,Medium,1.0,KITCH-4,Yes,Yes,False
NN-2355,2025-02-16,Unknown,Swift-X,0.0,269.68,11.7,Clear,Low,5.0,KITCH-2,Yes,Yes,False
NN-2356,2025-07-26,VIP,Swift-X,19.0,110.45,8.56,High Winds,High,1.0,KITCH-5,No,No,False
NN-2357,2025-07-05,Unknown,Swift-X,28.0,196.21,12.84,Stormy,Low,4.0,KITCH-2,No,Yes,False
NN-2358,2025-12-12,Unknown,Eco-Glide,10.0,283.68,11.53,Clear,Medium,3.0,KITCH-4,No,No,False
NN-2359,2025-01-24,Corporate,Swift-X,26.0,217.92,10.0,High Winds,High,1.0,KITCH-4,Yes,Yes,False
NN-2360,2025-06-22,Unknown,Heavy-Lift,24.0,150.68,3.36,Clear,Low,4.0,KITCH-4,No,Yes,False
NN-2361,2025-04-30,Unknown,Eco-Glide,30.0,220.83,13.15,Clear,Low,2.0,KITCH-4,No,No,False
NN-2362,2025-11-25,Corporate,Swift-X,26.0,132.71,14.58,High Winds,Low,2.0,KITCH-1,No,Yes,False
NN-2363,2025-12-20,Unknown,Eco-Glide,15.0,115.7,3.16,High Winds,High,3.0,KITCH-2,No,Yes,False
NN-2364,2025-09-10,VIP,Swift-X,36.0,299.15,8.18,High Winds,High,4.0,KITCH-5,No,Yes,True
NN-2365,2025-04-28,Corporate,Heavy-Lift,23.0,236.45,4.9,Rainy,Medium,3.0,KITCH-1,No,No,False
NN-2366,2025-03-27,Unknown,Eco-Glide,24.0,209.4,11.99,Clear,Low,5.0,KITCH-5,Yes,No,False
NN-2367,2025-11-13,Individual,Eco-Glide,15.0,135.6,11.52,Clear,High,1.0,KITCH-2,No,Yes,False
NN-2368,2025-08-02,Individual,Heavy-Lift,20.0,57.54,3.21,Clear,High,2.0,KITCH-4,Yes,No,False
NN-2369,2025-06-01,Corporate,Swift-X,16.0,52.92,13.74,Rainy,Medium,4.0,KITCH-1,Yes,Yes,False
NN-2370,2025-10-14,Unknown,Swift-X,23.0,186.32,3.79,Stormy,Medium,3.0,KITCH-5,No,Yes,False
NN-2371,2025-05-01,Individual,Swift-X,42.0,239.32,12.6,Clear,Medium,2.0,KITCH-2,No,Yes,True
NN-2372,2025-06-20,Individual,Eco-Glide,11.0,182.03,7.73,High Winds,High,3.0,KITCH-1,No,No,False
NN-2373,2025-08-08,Corporate,Eco-Glide,8.0,259.4,5.89,High Winds,Low,5.0,KITCH-2,No,No,False
NN-2374,2025-01-19,Corporate,Heavy-Lift,39.0,53.52,3.46,Rainy,High,3.0,KITCH-4,Yes,Yes,True
NN-2375,2025-12-12,Unknown,Eco-Glide,22.0,138.52,3.6,Clear,Low,5.0,KITCH-1,No,Yes,False
NN-2376,2025-06-02,VIP,Heavy-Lift,18.0,105.45,10.67,Clear,Medium,3.0,KITCH-1,Yes,Yes,False
NN-2377,2025-11-10,Corporate,Swift-X,35.0,159.05,9.07,Rainy,Low,5.0,KITCH-5,No,No,False
NN-2378,2025-01-31,VIP,Swift-X,18.0,63.46,2.95,High Winds,High,1.0,KITCH-1,No,No,False
NN-2379,2025-10-09,Corporate,Swift-X,43.0,288.3,2.81,High Winds,High,5.0,KITCH-3,Yes,Yes,True
NN-2380,2025-09-10,Individual,Swift-X,31.0,101.93,2.23,Clear,Medium,3.0,KITCH-1,No,No,False
NN-2381,2025-04-10,Corporate,Eco-Glide,20.0,280.19,11.84,Clear,Medium,4.0,KITCH-3,Yes,No,False
NN-2382,2025-05-20,Individual,Eco-Glide,46.0,153.6,11.38,Clear,Low,5.0,KITCH-3,Yes,No,True
NN-2383,2025-06-18,Corporate,Eco-Glide,18.0,296.31,2.04,Stormy,High,5.0,KITCH-5,No,Yes,False
NN-2384,2025-06-06,Unknown,Heavy-Lift,32.0,186.28,9.21,Stormy,Medium,5.0,KITCH-2,Yes,Yes,False
NN-2385,2025-06-10,VIP,Heavy-Lift,27.0,282.36,2.41,Clear,Medium,3.0,KITCH-4,No,No,False
NN-2386,2025-01-30,Unknown,Swift-X,38.0,46.36,14.12,High Winds,High,2.0,KITCH-1,No,No,True
NN-2387,2025-07-23,Corporate,Heavy-Lift,40.0,235.8,14.17,High Winds,Medium,2.0,KITCH-3,No,No,True
NN-2388,2025-09-09,Individual,Swift-X,25.0,275.28,11.18,High Winds,Medium,3.0,KITCH-5,Yes,Yes,False
NN-2389,2025-08-20,Corporate,Swift-X,17.0,80.63,14.44,Clear,Medium,3.0,KITCH-2,Yes,No,False
NN-2390,2025-08-31,VIP,Heavy-Lift,29.0,69.51,12.8,Clear,High,4.0,KITCH-1,No,Yes,False
NN-2391,2025-05-05,Corporate,Eco-Glide,18.0,153.27,13.05,Clear,Medium,2.0,KITCH-2,No,No,False
NN-2392,2025-05-14,Individual,Swift-X,45.0,169.10500000000002,9.35,High Winds,Low,3.0,KITCH-4,Yes,No,True
NN-2393,2025-11-13,Corporate,Eco-Glide,26.0,183.31,5.58,Clear,Medium,5.0,KITCH-1,Yes,No,False
NN-2394,2025-06-03,Unknown,Eco-Glide,21.0,179.5,4.31,Stormy,Medium,4.0,KITCH-5,No,No,False
NN-2395,2025-11-29,Corporate,Heavy-Lift,26.0,80.99,5.88,Stormy,Low,4.0,KITCH-4,No,No,False
NN-2396,2025-01-23,VIP,Swift-X,11.0,45.2,10.19,Rainy,Low,5.0,KITCH-1,Yes,No,False
NN-2397,2025-11-17,Corporate,Swift-X,15.0,251.59,3.67,Clear,Low,1.0,KITCH-3,No,Yes,False
NN-2398,2025-08-23,Corporate,Eco-Glide,37.0,67.33,4.9,Clear,Medium,3.0,KITCH-1,No,Yes,True
NN-2399,2025-07-21,Individual,Heavy-Lift,18.0,206.63,7.89,High Winds,High,3.0,KITCH-1,No,Yes,False
NN-2400,2025-10-22,Corporate,Swift-X,14.0,278.23,4.53,Stormy,Medium,2.0,KITCH-5,No,Yes,False
NN-2401,2025-04-06,Unknown,Swift-X,30.0,98.21,9.62,Clear,Medium,1.0,KITCH-5,Yes,Yes,False
NN-2402,2025-05-23,Unknown,Eco-Glide,36.0,214.64,14.4,Clear,High,3.0,KITCH-2,No,No,True
NN-2403,2025-04-19,VIP,Swift-X,32.0,65.07,11.9,Clear,Medium,3.0,KITCH-4,Yes,No,False
NN-2404,2025-07-08,VIP,Eco-Glide,34.0,198.96,10.73,High Winds,Medium,3.0,KITCH-2,Yes,No,False
NN-2405,2025-07-09,VIP,Heavy-Lift,17.0,86.8,9.53,Stormy,High,1.0,KITCH-2,Yes,No,False
NN-2406,2025-07-02,Corporate,Swift-X,10.0,232.67,8.18,Clear,Low,4.0,KITCH-1,No,No,False
NN-2407,2025-06-17,Individual,Heavy-Lift,40.0,121.81,3.87,Stormy,Medium,3.0,KITCH-1,No,No,True
NN-2408,2025-12-17,Unknown,Swift-X,21.0,163.16,13.99,Rainy,Low,1.0,KITCH-1,Yes,No,False
NN-2409,2025-05-29,VIP,Eco-Glide,22.0,197.85,4.75,High Winds,Medium,1.0,KITCH-4,No,No,False
NN-2410,2025-12-24,Corporate,Swift-X,38.0,88.67,2.51,Stormy,High,3.0,KITCH-5,Yes,No,True
NN-2411,2025-12-14,Unknown,Swift-X,30.0,234.12,11.93,Stormy,Low,5.0,KITCH-1,No,Yes,False
NN-2412,2025-08-28,VIP,Swift-X,29.0,122.17,3.71,Clear,High,3.0,KITCH-2,Yes,Yes,False
NN-2413,2025-02-10,Individual,Swift-X,46.0,213.9,6.52,High Winds,High,5.0,KITCH-5,No,Yes,True
NN-2414,2025-12-21,VIP,Swift-X,18.0,85.36,1.6,High Winds,Low,3.0,KITCH-1,No,Yes,False
NN-2415,2025-07-31,VIP,Swift-X,34.0,220.47,3.16,Clear,Low,3.0,KITCH-1,No,No,False
NN-2416,2025-10-06,Unknown,Eco-Glide,25.0,77.69,3.68,Stormy,Low,3.0,KITCH-5,Yes,Yes,False
NN-2417,2025-08-17,Corporate,Swift-X,27.0,153.47,1.98,Rainy,Medium,1.0,KITCH-3,Yes,No,False
NN-2418,2025-11-02,Corporate,Eco-Glide,40.0,108.04,10.59,Clear,Low,1.0,KITCH-1,No,No,True
NN-2419,2025-04-03,Corporate,Swift-X,30.0,235.84,13.17,Rainy,Medium,4.0,KITCH-5,No,No,False
NN-2420,2025-09-04,Unknown,Heavy-Lift,30.0,111.82,6.54,Clear,Low,3.0,KITCH-4,No,Yes,False
NN-2421,2025-06-12,Individual,Heavy-Lift,35.0,269.84,13.71,Clear,Low,3.0,KITCH-5,No,No,False
NN-2422,2025-02-23,VIP,Swift-X,21.0,272.41,4.25,Rainy,Low,2.0,KITCH-5,No,No,False
NN-2423,2025-04-22,Individual,Swift-X,16.0,95.09,5.85,Stormy,Medium,4.0,KITCH-1,No,Yes,False
NN-2424,2025-12-05,Individual,Heavy-Lift,14.0,201.53,3.36,High Winds,High,1.0,KITCH-5,No,Yes,False
NN-2425,2025-06-29,VIP,Heavy-Lift,5.0,67.37,10.07,High Winds,Low,1.0,KITCH-3,No,Yes,False
NN-2426,2025-03-03,Corporate,Eco-Glide,45.0,144.84,7.2,Rainy,Medium,4.0,KITCH-1,Yes,No,True
NN-2427,2025-09-02,Corporate,Swift-X,13.0,226.9,9.97,High Winds,Low,4.0,KITCH-4,No,Yes,False
NN-2428,2025-07-12,VIP,Swift-X,22.0,213.15,12.09,Rainy,Medium,3.0,KITCH-1,Yes,Yes,False
NN-2429,2025-01-20,Corporate,Heavy-Lift,22.0,204.3,9.0,Rainy,Medium,5.0,KITCH-1,Yes,Yes,False
NN-2430,2025-03-28,VIP,Swift-X,28.0,117.05,10.18,Clear,High,3.0,KITCH-3,No,No,False
NN-2431,2025-05-14,Corporate,Swift-X,33.0,141.4,14.57,Clear,Medium,5.0,KITCH-4,Yes,Yes,False
NN-2432,2025-11-12,Unknown,Heavy-Lift,33.0,170.97,5.48,Clear,Low,5.0,KITCH-5,No,Yes,False
NN-2433,2025-08-21,VIP,Eco-Glide,19.0,228.35,6.34,Clear,Low,2.0,KITCH-2,No,No,False
NN-2434,2025-11-21,Corporate,Swift-X,23.0,173.49,11.46,Rainy,Low,3.0,KITCH-1,No,Yes,False
NN-2435,2025-10-05,Individual,Swift-X,24.0,225.74,9.94,Clear,High,2.0,KITCH-1,No,No,True
NN-2436,2025-08-14,VIP,Heavy-Lift,22.0,108.48,3.75,Stormy,High,5.0,KITCH-4,Yes,No,False
NN-2437,2025-05-01,Individual,Heavy-Lift,41.0,127.73,6.58,High Winds,Medium,2.0,KITCH-1,No,No,True
NN-2438,2025-09-25,Individual,Swift-X,29.0,130.22,7.89,High Winds,Low,5.0,KITCH-2,Yes,No,False
NN-2439,2025-12-07,Individual,Swift-X,32.0,51.56,7.2,Stormy,Low,3.0,KITCH-5,Yes,Yes,False
NN-2440,2025-07-20,Corporate,Eco-Glide,31.0,131.97,3.75,Clear,Medium,3.0,KITCH-3,No,No,False
NN-2441,2025-07-19,Unknown,Swift-X,36.0,249.84,14.42,Stormy,High,3.0,KITCH-3,Yes,Yes,True
NN-2442,2025-11-14,Unknown,Heavy-Lift,26.0,273.81,12.1,Rainy,Medium,3.0,KITCH-5,Yes,No,False
NN-2443,2025-01-30,Unknown,Eco-Glide,12.0,177.15,8.08,High Winds,Medium,1.0,KITCH-4,Yes,Yes,False
NN-2444,2025-01-31,Individual,Heavy-Lift,28.0,161.15,10.92,Stormy,High,4.0,KITCH-1,No,Yes,False
NN-2445,2025-04-21,VIP,Swift-X,18.0,52.86,14.03,Clear,Low,3.0,KITCH-4,Yes,No,False
NN-2446,2025-11-16,VIP,Heavy-Lift,19.0,269.2,3.15,High Winds,High,4.0,KITCH-1,No,No,False
NN-2447,2025-03-04,Unknown,Heavy-Lift,30.0,48.32,4.78,High Winds,High,1.0,KITCH-5,No,No,False
NN-2448,2025-11-28,VIP,Swift-X,37.0,285.91,8.96,Stormy,Medium,2.0,KITCH-2,Yes,Yes,True
NN-2449,2025-04-10,Unknown,Swift-X,25.0,169.75,12.63,Clear,Medium,2.0,KITCH-1,Yes,Yes,False
NN-2450,2025-04-14,Corporate,Eco-Glide,28.0,132.19,1.72,High Winds,Low,3.0,KITCH-4,Yes,Yes,False
NN-2451,2025-03-30,Corporate,Heavy-Lift,42.0,280.68,15.27,Stormy,High,3.0,KITCH-1,Yes,No,True
NN-2452,2025-11-10,Individual,Swift-X,27.0,51.22,7.71,Clear,High,4.0,KITCH-4,Yes,No,False
NN-2453,2025-01-22,Unknown,Eco-Glide,51.0,193.26,6.34,High Winds,Medium,4.0,KITCH-4,No,No,True
NN-2454,2025-08-12,Individual,Eco-Glide,30.0,184.98,5.39,High Winds,Low,1.0,KITCH-2,Yes,Yes,False
NN-2455,2025-05-03,VIP,Swift-X,7.0,100.93,3.69,Clear,Medium,1.0,KITCH-3,Yes,Yes,False
NN-2456,2025-03-07,Unknown,Eco-Glide,32.0,154.37,12.52,High Winds,High,3.0,KITCH-5,No,No,False
NN-2457,2025-04-05,Corporate,Swift-X,28.0,211.33,14.86,Stormy,High,2.0,KITCH-2,Yes,Yes,False
NN-2458,2025-11-16,VIP,Heavy-Lift,37.0,230.42,7.12,Stormy,Medium,3.0,KITCH-3,Yes,Yes,True
NN-2459,2025-07-18,VIP,Eco-Glide,31.0,45.18,14.82,Clear,Low,1.0,KITCH-3,Yes,No,False
NN-2460,2025-12-08,VIP,Swift-X,23.0,283.9,12.98,Rainy,Medium,3.0,KITCH-2,Yes,Yes,False
NN-2461,2025-04-09,VIP,Swift-X,12.0,86.95,8.08,High Winds,Low,3.0,KITCH-1,Yes,No,False
NN-2462,2025-02-24,Corporate,Swift-X,22.0,104.56,10.84,High Winds,High,3.0,KITCH-1,No,Yes,False
NN-2463,2025-01-03,Unknown,Swift-X,16.0,112.19,7.42,Clear,Low,3.0,KITCH-5,Yes,Yes,False
NN-2464,2025-03-15,Unknown,Eco-Glide,19.0,54.64,9.19,Clear,Low,4.0,KITCH-4,No,No,False
NN-2465,2025-01-03,Individual,Swift-X,30.0,76.38,2.03,High Winds,Medium,2.0,KITCH-3,Yes,Yes,False
NN-2466,2025-08-13,Corporate,Heavy-Lift,41.0,296.52,11.16,High Winds,High,5.0,KITCH-4,No,Yes,True
NN-2467,2025-05-08,Corporate,Swift-X,28.0,125.38,1.96,Clear,Medium,5.0,KITCH-3,No,Yes,False
NN-2468,2025-07-24,VIP,Swift-X,13.0,74.4,12.88,Stormy,High,4.0,KITCH-1,Yes,Yes,False
NN-2469,2025-02-27,Unknown,Swift-X,29.0,72.28,13.0,High Winds,Low,3.0,KITCH-5,No,Yes,False
NN-2470,2025-12-17,VIP,Swift-X,36.0,228.46,4.59,Clear,Medium,4.0,KITCH-4,Yes,Yes,True
NN-2471,2025-04-01,VIP,Swift-X,18.0,262.92,5.83,High Winds,Medium,1.0,KITCH-3,No,Yes,False
NN-2472,2025-10-30,Unknown,Swift-X,23.0,110.52,8.08,High Winds,Low,3.0,KITCH-2,Yes,No,False
NN-2473,2025-11-05,Unknown,Heavy-Lift,25.0,50.33,9.73,Clear,Low,2.0,KITCH-5,No,No,False
NN-2474,2025-11-10,Corporate,Heavy-Lift,17.0,101.89,5.31,Clear,High,1.0,KITCH-3,Yes,No,False
NN-2475,2025-02-17,Individual,Heavy-Lift,31.0,59.41,9.67,Clear,High,2.0,KITCH-2,Yes,No,False
NN-2476,2025-10-20,Corporate,Swift-X,23.0,71.37,5.46,High Winds,Medium,5.0,KITCH-4,No,Yes,False
NN-2477,2025-02-25,Individual,Eco-Glide,29.0,155.03,1.99,High Winds,Low,4.0,KITCH-4,Yes,Yes,False
NN-2478,2025-10-10,Corporate,Eco-Glide,16.0,103.63,1.24,High Winds,High,3.0,KITCH-4,Yes,Yes,False
NN-2479,2025-07-28,Unknown,Eco-Glide,20.0,176.57,2.65,Rainy,Low,1.0,KITCH-4,Yes,No,False
NN-2480,2025-11-11,Corporate,Swift-X,32.0,109.64,12.53,Clear,Low,3.0,KITCH-3,No,Yes,False
NN-2481,2025-03-14,VIP,Heavy-Lift,21.0,284.84,14.95,Stormy,High,2.0,KITCH-1,Yes,Yes,False
NN-2482,2025-02-08,Unknown,Swift-X,42.0,276.02,7.31,Clear,High,3.0,KITCH-2,Yes,Yes,True
NN-2483,2025-03-08,Individual,Eco-Glide,21.0,189.54,8.53,Clear,High,3.0,KITCH-4,No,Yes,False
NN-2484,2025-02-11,Individual,Swift-X,27.0,135.38,3.3,Clear,Low,3.0,KITCH-4,No,No,False
NN-2485,2025-05-08,Corporate,Swift-X,34.0,142.19,9.08,Clear,High,4.0,KITCH-3,No,No,False
NN-2486,2025-12-25,Corporate,Eco-Glide,10.0,150.02,3.27,High Winds,Low,3.0,KITCH-3,Yes,No,False
NN-2487,2025-07-29,Corporate,Swift-X,7.0,230.53,9.94,High Winds,Low,5.0,KITCH-1,Yes,Yes,False
NN-2488,2025-03-30,Corporate,Eco-Glide,9.0,160.17,14.55,Stormy,Medium,5.0,KITCH-1,Yes,Yes,False
NN-2489,2025-10-06,VIP,Swift-X,37.0,263.47,4.0,Rainy,Low,1.0,KITCH-2,Yes,Yes,True
NN-2490,2025-02-23,VIP,Heavy-Lift,19.0,285.74,12.13,Stormy,Low,4.0,KITCH-5,Yes,Yes,False
NN-2491,2025-09-07,Corporate,Heavy-Lift,50.0,130.67,1.54,Stormy,High,4.0,KITCH-1,Yes,No,True
NN-2492,2025-04-12,VIP,Swift-X,19.0,187.98,6.57,Rainy,High,5.0,KITCH-3,Yes,No,False
NN-2493,2025-06-27,Unknown,Swift-X,26.0,69.24,2.78,High Winds,Medium,1.0,KITCH-2,Yes,Yes,False
NN-2494,2025-06-21,Unknown,Swift-X,40.0,96.12,6.24,High Winds,Medium,3.0,KITCH-3,Yes,No,True
NN-2495,2025-06-13,Unknown,Swift-X,45.0,150.43,3.68,High Winds,Medium,1.0,KITCH-3,Yes,Yes,True
NN-2496,2025-08-06,Unknown,Heavy-Lift,45.0,97.58,6.54,Stormy,Medium,3.0,KITCH-3,No,No,True
NN-2497,2025-01-24,VIP,Heavy-Lift,37.0,268.52,7.17,High Winds,High,4.0,KITCH-4,Yes,Yes,True
NN-2498,2025-11-19,Corporate,Swift-X,35.0,85.36,5.5,Stormy,High,3.0,KITCH-3,Yes,No,False
NN-2499,2025-05-13,VIP,Heavy-Lift,30.0,161.19,10.59,High Winds,Medium,3.0,KITCH-3,No,Yes,False
NN-2500,2025-04-23,Corporate,Heavy-Lift,32.0,199.45,14.34,Clear,Low,3.0,KITCH-3,No,No,False
NN-2501,2025-07-08,Individual,Swift-X,19.0,221.43,6.93,High Winds,Low,2.0,KITCH-1,Yes,Yes,False
NN-2502,2025-09-07,Unknown,Eco-Glide,16.0,142.68,3.95,High Winds,Medium,3.0,KITCH-1,No,Yes,False
NN-2503,2025-01-08,Unknown,Swift-X,24.0,266.62,5.07,Clear,High,3.0,KITCH-5,No,Yes,False
NN-2504,2025-03-20,Unknown,Swift-X,23.0,189.92,13.41,High Winds,Medium,2.0,KITCH-3,Yes,No,False
NN-2505,2025-12-23,Unknown,Swift-X,20.0,157.07,9.37,Stormy,High,1.0,KITCH-2,Yes,Yes,False
NN-2506,2025-12-11,Unknown,Heavy-Lift,31.0,62.15,7.71,Stormy,Medium,3.0,KITCH-3,No,Yes,False
NN-2507,2025-09-17,VIP,Heavy-Lift,25.0,163.5,3.34,Stormy,High,5.0,KITCH-3,Yes,Yes,True
NN-2508,2025-01-15,VIP,Heavy-Lift,25.0,254.29,7.63,Clear,Medium,1.0,KITCH-3,No,No,False
NN-2509,2025-07-17,Unknown,Heavy-Lift,39.0,201.71,5.18,Clear,Low,1.0,KITCH-3,Yes,No,True
NN-2510,2025-03-22,Corporate,Swift-X,13.0,257.2,14.69,Stormy,Low,1.0,KITCH-2,No,Yes,False
NN-2511,2025-08-10,Corporate,Swift-X,23.0,170.97,13.84,Rainy,Low,1.0,KITCH-2,No,No,False
NN-2512,2025-06-11,VIP,Swift-X,17.0,75.21,2.4,Rainy,Medium,1.0,KITCH-2,Yes,Yes,False
NN-2513,2025-06-05,Individual,Swift-X,6.0,48.48,8.59,Clear,High,2.0,KITCH-1,No,No,False
NN-2514,2025-06-04,Unknown,Heavy-Lift,24.0,122.32,4.42,Clear,High,3.0,KITCH-1,Yes,No,False
NN-2515,2025-03-11,Unknown,Heavy-Lift,23.0,222.99,7.07,Stormy,Medium,4.0,KITCH-1,No,Yes,False
NN-2516,2025-09-05,Corporate,Swift-X,40.0,246.52,13.74,Clear,Low,3.0,KITCH-4,Yes,Yes,True
NN-2517,2025-05-11,Individual,Eco-Glide,31.0,120.42,8.74,High Winds,Medium,5.0,KITCH-1,Yes,Yes,False
NN-2518,2025-09-26,Individual,Swift-X,14.0,171.39,5.98,High Winds,High,2.0,KITCH-5,No,Yes,False
NN-2519,2025-10-11,Unknown,Swift-X,43.0,152.39,4.17,High Winds,Low,4.0,KITCH-4,No,No,True
NN-2520,2025-12-25,Corporate,Eco-Glide,37.0,149.68,12.64,High Winds,Medium,2.0,KITCH-1,No,No,True
NN-2521,2025-04-24,Unknown,Heavy-Lift,30.0,103.99,10.13,Rainy,Low,1.0,KITCH-2,Yes,Yes,False
NN-2522,2025-02-25,Unknown,Swift-X,22.0,79.77,7.89,Clear,Low,5.0,KITCH-4,No,Yes,False
NN-2523,2025-07-01,Corporate,Eco-Glide,15.0,95.16,4.31,Rainy,Medium,4.0,KITCH-1,No,No,False
NN-2524,2025-07-11,Unknown,Swift-X,21.0,59.11,5.98,Clear,Medium,3.0,KITCH-2,No,No,False
