Order_ID,Date,Customer_Segment,Drone_Model,Delivery_Time_Min,Order_Value_USD,Distance_KM,Weather_Condition,Traffic_Density,Customer_Rating,Kitchen_ID,Promo_Code_Used,Refund_Issued,Late_Delivery
NN-2002,2025-05-18,VIP,Heavy-Lift,25,211.83,12.54,High Winds,Low,2.0,KITCH-2,No,Yes,False
NN-2003,2025-06-04,Individual,Swft-X,18,181.07,3.35,Clear,Low,4.0,KITCH-5,Yes,Yes,False
NN-2004,2025-05-05,VIP,Swift-X,31,285.73,10.63,Clear,Medium,3.0,KITCH-3,No,No,False
NN-2005,2025-06-26,Individual,Swift-X,28,146.05,5.83,Rainy,Low,3.0,KITCH-5,Yes,No,False
NN-2006,2025-05-10,Corporate,Heavy-Lift,33,221.94,6.08,Rainy,Low,2.0,KITCH-1,Yes,No,False
NN-2007,2025-12-26,,Swft-X,31,169.78,10.67,Stormy,High,3.0,KITCH-4,No,Yes,False
NN-2008,2025-02-06,Individual,Swift-X,35,175.71,7.88,Clear,Low,2.0,KITCH-1,No,No,False
NN-2009,2025-12-06,Individual,Eco-Glide,19,113.28,12.81,Stormy,High,5.0,KITCH-2,Yes,No,False
NN-2010,2025-09-24,Corporate,Swift-X,38,161.01,3.43,High Winds,High,4.0,KITCH-1,No,Yes,True
NN-2011,2025-12-20,,Swift-X,26,165.05,12.5,High Winds,Low,1.0,KITCH-1,Yes,Yes,False
NN-2012,2025-07-14,Individual,Swft-X,45,225.19,2.12,Clear,Medium,2.0,KITCH-1,No,Yes,True
NN-2013,2025-09-07,Corporate,Eco-Glide,18,284.86,3.97,High Winds,Low,2.0,KITCH-2,No,Yes,False
NN-2014,2025-03-26,Individual,Heavy-Lift,42,128.98,10.58,Clear,High,,KITCH-2,Yes,Yes,True
NN-2015,2025-06-22,Corporate,Heavy-Lift,26,55.76,13.43,Clear,Medium,4.0,KITCH-4,No,Yes,False
NN-2016,2025-09-24,Corporate,Eco-Glide,18,171.56,4.81,High Winds,Medium,4.0,KITCH-4,Yes,No,False
NN-2017,2025-08-05,Individual,Swft-X,20,183.84,5.88,High Winds,Medium,4.0,KITCH-3,Yes,No,False
NN-2018,2025-04-14,Individual,Eco-Glide,21,87.95,8.88,Stormy,Medium,1.0,KITCH-5,No,No,False
NN-2019,2025-11-17,Corporate,Swft-X,29,238.92,4.23,High Winds,Medium,,KITCH-3,No,Yes,False
NN-2020,2025-03-22,Corporate,Swift-X,30,296.16,12.8,High Winds,Low,,KITCH-2,No,No,False
NN-2021,2025-06-08,Individual,Heavy-Lift,19,286.17,12.26,Stormy,High,2.0,KITCH-3,Yes,No,False
NN-2022,2025-04-11,,Eco-Glide,24,95.26,3.28,Stormy,Medium,4.0,KITCH-2,No,Yes,False
NN-2023,2025-06-16,,Eco-Glide,46,268.22,7.83,Rainy,High,5.0,KITCH-5,No,No,True
NN-2024,2025-01-14,Corporate,Eco-Glide,42,224.65,12.28,Rainy,Medium,,KITCH-1,Yes,No,True
NN-2025,2025-04-06,VIP,Eco-Glide,29,160.73,6.02,Clear,Medium,,KITCH-5,Yes,Yes,False
NN-2026,2025-03-16,,Swift-X,25,182.86,10.25,High Winds,Low,,KITCH-2,Yes,No,False
NN-2027,2025-01-20,Corporate,Heavy-Lift,26,261.65,1.92,Clear,High,,KITCH-3,No,No,False
NN-2028,2025-06-13,VIP,Heavy-Lift,31,167.43,9.9,High Winds,High,4.0,KITCH-1,Yes,No,False
NN-2029,2025-11-30,Individual,Swft-X,14,140.17,3.38,Stormy,Medium,4.0,KITCH-1,No,No,False
NN-2030,2025-08-18,Individual,Swift-X,22,170.78,13.08,Rainy,High,1.0,KITCH-3,Yes,Yes,False
NN-2031,2025-12-23,VIP,Eco-Glide,8,192.68,6.28,Rainy,Medium,3.0,KITCH-3,Yes,Yes,False
NN-2032,2025-05-22,Corporate,Eco-Glide,28,93.21,5.23,Rainy,Medium,3.0,KITCH-4,No,Yes,False
NN-2033,2025-01-27,Corporate,Eco-Glide,31,274.73,13.22,Rainy,Medium,1.0,KITCH-2,No,No,False
NN-2034,2025-10-14,VIP,Swift-X,20,216.92,1.92,Stormy,Low,5.0,KITCH-4,No,No,False
NN-2035,2025-05-23,,Heavy-Lift,40,206.48,6.87,High Winds,Low,3.0,KITCH-5,No,No,True
NN-2036,2025-04-26,VIP,Swft-X,12,70.37,6.49,Clear,Medium,1.0,KITCH-5,No,No,False
NN-2037,2025-04-01,Corporate,Swift-X,10,199.06,5.27,Stormy,Low,,KITCH-5,No,No,False
NN-2038,2025-04-18,,Heavy-Lift,27,75.84,14.24,Stormy,Medium,2.0,KITCH-3,No,Yes,False
NN-2039,2025-12-25,VIP,Swift-X,35,65.07,11.94,Stormy,High,,KITCH-2,Yes,No,False
NN-2040,2025-07-29,Corporate,Eco-Glide,41,179.46,2.11,Clear,Medium,4.0,KITCH-2,No,Yes,True
NN-2041,2025-09-07,Individual,Swift-X,20,147.71,11.42,Clear,Low,3.0,KITCH-5,No,Yes,False
NN-2042,2025-04-08,,Heavy-Lift,35,195.15,8.74,Clear,Low,3.0,KITCH-5,Yes,Yes,False
NN-2043,2025-05-29,VIP,Heavy-Lift,24,67.75,14.08,Clear,Low,4.0,KITCH-5,Yes,No,False
NN-2044,2025-07-22,,Swift-X,23,154.9,5.68,Stormy,Medium,1.0,KITCH-4,Yes,Yes,False
NN-2045,2025-04-18,Corporate,Swft-X,33,89.57,9.41,Clear,Medium,,KITCH-1,No,Yes,False
NN-2046,2025-12-11,Individual,Swft-X,31,296.71,8.36,High Winds,Low,5.0,KITCH-1,No,Yes,False
NN-2047,2025-05-09,,Swft-X,9,188.09,8.2,Clear,High,2.0,KITCH-4,No,No,False
NN-2048,2025-11-10,Corporate,Swift-X,39,220.3,7.72,Stormy,Low,4.0,KITCH-3,Yes,Yes,True
NN-2049,2025-04-16,VIP,Swft-X,38,127.98,4.14,High Winds,Medium,5.0,KITCH-1,No,Yes,True
NN-2050,2025-01-02,,Swft-X,18,69.16,12.01,High Winds,Low,5.0,KITCH-5,Yes,Yes,False
NN-2051,2025-07-28,Corporate,Swft-X,28,293.85,7.65,Rainy,Low,1.0,KITCH-2,No,Yes,False
NN-2052,2025-07-15,Corporate,Heavy-Lift,29,118.0,14.91,High Winds,Low,3.0,KITCH-1,No,No,False
NN-2053,2025-11-08,Individual,Eco-Glide,27,153.07,4.93,High Winds,Low,3.0,KITCH-3,No,No,False
NN-2054,2025-04-12,Individual,Heavy-Lift,19,210.72,10.96,Clear,Low,3.0,KITCH-3,No,No,False
NN-2055,2025-03-18,,Eco-Glide,18,51.3,14.65,Stormy,High,4.0,KITCH-1,Yes,Yes,False
NN-2056,2025-02-17,Corporate,Swift-X,24,251.62,10.69,Clear,Low,5.0,KITCH-4,Yes,Yes,False
NN-2057,2025-03-31,VIP,Swft-X,36,181.83,13.66,Rainy,High,3.0,KITCH-5,Yes,Yes,True
NN-2058,2025-10-01,VIP,Eco-Glide,30,115.95,13.03,High Winds,High,,KITCH-1,Yes,No,False
NN-2059,2025-03-22,VIP,Swift-X,21,60.71,6.35,High Winds,Medium,2.0,KITCH-3,Yes,Yes,False
NN-2060,2025-06-29,VIP,Swift-X,32,86.44,9.78,Clear,Low,5.0,KITCH-3,No,No,False
NN-2061,2025-08-19,Corporate,Swft-X,-3,273.23,3.43,Rainy,Medium,,KITCH-5,Yes,No,False
NN-2062,2025-10-13,Corporate,Eco-Glide,36,219.94,8.86,Rainy,High,4.0,KITCH-2,No,Yes,True
NN-2063,2025-11-16,Corporate,Swift-X,7,108.72,4.5,Stormy,High,5.0,KITCH-1,No,No,False
NN-2064,2025-05-23,Corporate,Swft-X,21,61.73,11.84,Stormy,Medium,,KITCH-4,No,No,False
NN-2065,2025-04-07,Individual,Swift-X,13,221.11,8.75,Rainy,High,1.0,KITCH-4,No,No,False
NN-2066,2025-05-15,Corporate,Swift-X,12,190.96,7.08,Clear,Low,3.0,KITCH-1,Yes,Yes,False
NN-2067,2025-01-25,,Swft-X,36,148.15,5.04,High Winds,High,5.0,KITCH-1,No,No,True
NN-2068,2025-10-30,,Heavy-Lift,999,137.72,15.48,Stormy,High,4.0,KITCH-4,Yes,Yes,True
NN-2069,2025-08-25,VIP,Heavy-Lift,28,100.29,2.23,High Winds,Low,1.0,KITCH-3,No,No,False
NN-2070,2025-12-20,,Swift-X,24,215.75,1.82,Clear,Low,,KITCH-4,Yes,Yes,False
NN-2071,2025-12-16,VIP,Swift-X,29,292.52,4.31,Stormy,High,1.0,KITCH-2,No,No,False
NN-2072,2025-09-14,Individual,Swft-X,25,89.81,15.09,Rainy,Low,,KITCH-5,Yes,No,False
NN-2073,2025-08-07,,Swift-X,12,197.26,15.2,Stormy,Medium,1.0,KITCH-3,No,No,False
NN-2074,2025-08-04,VIP,Heavy-Lift,34,153.17,10.57,Stormy,High,2.0,KITCH-3,Yes,Yes,False
NN-2075,2025-11-16,,Swft-X,20,158.91,13.79,Clear,Medium,5.0,KITCH-1,Yes,Yes,False
NN-2076,2025-01-05,Corporate,Swift-X,9,109.81,4.26,High Winds,Low,2.0,KITCH-5,No,Yes,False
NN-2077,2025-11-02,,Eco-Glide,20,255.41,15.1,Clear,Low,,KITCH-4,Yes,No,False
NN-2078,2025-08-30,Individual,Heavy-Lift,40,168.74,3.24,Stormy,Medium,1.0,KITCH-3,Yes,Yes,True
NN-2079,2025-06-09,VIP,Swift-X,33,183.57,2.65,High Winds,Low,4.0,KITCH-2,Yes,No,False
NN-2080,2025-07-07,Corporate,Heavy-Lift,21,122.71,2.8,Rainy,High,3.0,KITCH-2,Yes,Yes,False
NN-2081,2025-01-29,Individual,Heavy-Lift,21,91.36,9.4,Clear,Medium,,KITCH-2,No,No,False
NN-2082,2025-02-18,Corporate,Swift-X,21,66.91,12.37,Rainy,Medium,3.0,KITCH-3,Yes,Yes,False
NN-2083,2025-06-09,,Swft-X,45,227.1,6.44,Stormy,Low,2.0,KITCH-1,Yes,No,True
NN-2084,2025-07-30,Corporate,Swift-X,28,95.04,15.18,High Winds,Medium,5.0,KITCH-5,No,Yes,False
NN-2085,2025-09-01,,Swft-X,29,220.97,7.41,Stormy,Medium,,KITCH-1,Yes,No,False
NN-2086,2025-03-03,Corporate,Heavy-Lift,35,144.55,3.35,Rainy,Low,3.0,KITCH-4,Yes,Yes,False
NN-2087,2025-01-02,,Eco-Glide,27,151.02,7.86,Clear,High,4.0,KITCH-2,Yes,Yes,False
NN-2088,2025-06-23,VIP,Heavy-Lift,22,164.64,10.91,Clear,Low,5.0,KITCH-2,No,No,False
NN-2089,2025-04-29,Corporate,Swft-X,23,138.77,13.1,High Winds,High,1.0,KITCH-5,Yes,Yes,False
NN-2090,2025-07-13,VIP,Swift-X,24,70.66,7.76,Clear,Low,3.0,KITCH-5,No,Yes,False
NN-2091,2025-05-20,Individual,Swift-X,24,123.96,9.69,High Winds,Medium,5.0,KITCH-1,Yes,Yes,False
NN-2092,2025-06-03,VIP,Heavy-Lift,32,214.25,5.02,High Winds,Medium,5.0,KITCH-5,Yes,Yes,False
NN-2093,2025-04-18,,Swift-X,25,214.78,10.44,Stormy,High,2.0,KITCH-3,Yes,No,False
NN-2094,2025-10-12,Corporate,Swft-X,32,117.99,15.3,Rainy,Medium,5.0,KITCH-1,No,Yes,False
NN-2095,2025-09-22,Individual,Swft-X,24,162.33,1.9,Clear,High,1.0,KITCH-4,Yes,Yes,False
NN-2096,2025-03-08,VIP,Swift-X,25,94.33,13.88,High Winds,Medium,3.0,KITCH-1,No,Yes,False
NN-2097,2025-11-26,Corporate,Swift-X,5,98.64,9.24,Rainy,Medium,4.0,KITCH-2,Yes,Yes,False
NN-2098,2025-10-22,Corporate,Heavy-Lift,34,50.88,4.81,Clear,High,5.0,KITCH-4,No,No,False
NN-2099,2025-07-29,,Eco-Glide,999,273.67,14.85,Rainy,Medium,1.0,KITCH-1,No,No,True
NN-2100,2025-11-12,Individual,Heavy-Lift,34,98.73,8.11,High Winds,Medium,,KITCH-5,Yes,No,False
NN-2101,2025-08-04,VIP,Heavy-Lift,-3,103.02,5.94,High Winds,High,1.0,KITCH-5,Yes,Yes,False
NN-2102,2025-04-02,VIP,Eco-Glide,45,116.3,3.8,Clear,Low,1.0,KITCH-2,Yes,Yes,True
NN-2103,2025-07-30,VIP,Swift-X,23,77.49,4.7,Stormy,Low,2.0,KITCH-3,Yes,Yes,False
NN-2104,2025-04-13,Individual,Swft-X,36,208.01,13.11,Stormy,Low,1.0,KITCH-4,Yes,No,True
NN-2105,2025-03-11,VIP,Heavy-Lift,14,64.16,9.99,Clear,High,,KITCH-5,Yes,No,False
NN-2106,2025-11-01,,Swft-X,31,79.22,14.26,High Winds,Medium,5.0,KITCH-1,No,Yes,False
NN-2107,2025-04-16,VIP,Heavy-Lift,14,209.41,4.52,Clear,Low,1.0,KITCH-4,Yes,Yes,False
NN-2108,2025-07-30,,Swift-X,18,131.61,2.93,Stormy,Medium,4.0,KITCH-4,No,Yes,False
NN-2109,2025-11-27,Corporate,Swft-X,44,-225.53,1.29,Stormy,Medium,,KITCH-1,No,Yes,True
NN-2110,2025-07-02,Individual,Swft-X,23,187.14,8.46,Rainy,Low,4.0,KITCH-2,Yes,No,False
NN-2111,2025-09-27,VIP,Swift-X,27,110.29,15.48,Clear,Low,3.0,KITCH-5,Yes,No,False
NN-2112,2025-03-22,Corporate,Heavy-Lift,999,210.96,11.14,High Winds,High,,KITCH-2,Yes,No,True
NN-2113,2025-07-29,Corporate,Swft-X,29,74.65,5.61,Rainy,Low,4.0,KITCH-5,Yes,No,False
NN-2114,2025-01-13,Corporate,Swift-X,26,181.78,13.74,Rainy,High,4.0,KITCH-2,No,Yes,False
NN-2115,2025-06-24,VIP,Swft-X,28,156.47,12.38,High Winds,High,2.0,KITCH-1,Yes,Yes,False
NN-2116,2025-10-03,,Swft-X,49,113.31,1.42,Clear,High,4.0,KITCH-3,No,Yes,True
NN-2117,2025-09-04,Individual,Swft-X,24,199.02,12.88,Stormy,High,5.0,KITCH-2,No,Yes,False
NN-2118,2025-06-26,Corporate,Swft-X,27,267.19,5.5,Clear,High,2.0,KITCH-1,Yes,Yes,False
NN-2119,2025-09-23,Individual,Heavy-Lift,35,299.72,3.34,High Winds,Low,2.0,KITCH-5,Yes,Yes,False
NN-2120,2025-03-30,Corporate,Swift-X,36,199.98,4.44,Clear,Medium,4.0,KITCH-3,No,No,True
NN-2121,2025-01-19,,Heavy-Lift,36,148.2,7.9,High Winds,Low,5.0,KITCH-1,Yes,Yes,True
NN-2122,2025-09-14,VIP,Eco-Glide,31,102.43,7.28,Stormy,High,4.0,KITCH-2,No,No,False
NN-2123,2025-04-06,VIP,Swft-X,13,110.56,5.33,Rainy,Low,1.0,KITCH-4,No,No,False
NN-2124,2025-06-24,Corporate,Swift-X,41,167.26,3.66,High Winds,Medium,2.0,KITCH-3,No,Yes,True
NN-2125,2025-05-29,VIP,Swift-X,13,138.66,12.1,Clear,High,1.0,KITCH-2,Yes,Yes,False
NN-2126,2025-06-30,,Swft-X,28,278.02,15.36,Clear,Medium,1.0,KITCH-5,No,Yes,False
NN-2127,2025-03-17,,Swift-X,17,138.92,12.32,Clear,Low,4.0,KITCH-5,Yes,Yes,False
NN-2128,2025-12-14,,Heavy-Lift,24,140.23,5.43,Clear,Low,3.0,KITCH-1,No,No,False
NN-2129,2025-11-23,Individual,Heavy-Lift,28,142.8,4.7,Clear,Medium,5.0,KITCH-5,Yes,No,False
NN-2130,2025-08-06,,Swft-X,28,258.34,4.31,High Winds,Medium,1.0,KITCH-4,Yes,No,False
NN-2131,2025-10-02,VIP,Swft-X,29,210.95,3.15,Stormy,High,4.0,KITCH-5,Yes,No,False
NN-2132,2025-03-29,Corporate,Eco-Glide,41,201.61,9.08,Clear,High,,KITCH-5,No,Yes,True
NN-2133,2025-08-03,Corporate,Heavy-Lift,29,130.21,9.86,Stormy,High,,KITCH-3,No,Yes,False
NN-2134,2025-11-09,,Eco-Glide,22,253.57,11.29,High Winds,High,1.0,KITCH-4,Yes,Yes,False
NN-2135,2025-06-18,Corporate,Swift-X,34,54.78,10.93,High Winds,High,2.0,KITCH-4,No,No,False
NN-2136,2025-05-20,VIP,Heavy-Lift,36,267.05,5.38,Rainy,Medium,,KITCH-1,Yes,Yes,True
NN-2137,2025-09-23,Individual,Swift-X,12,175.75,5.92,Rainy,Low,,KITCH-1,Yes,Yes,False
NN-2138,2025-10-30,VIP,Swift-X,30,146.55,10.95,High Winds,Low,5.0,KITCH-2,No,No,False
NN-2139,2025-04-02,VIP,Eco-Glide,32,171.78,6.2,Stormy,Low,1.0,KITCH-5,No,No,False
NN-2140,2025-04-28,Corporate,Heavy-Lift,22,215.19,4.24,Clear,Low,,KITCH-3,No,Yes,False
NN-2141,2025-10-15,Corporate,Eco-Glide,38,48.26,6.55,High Winds,Low,3.0,KITCH-5,Yes,Yes,True
NN-2142,2025-05-06,VIP,Eco-Glide,23,267.25,5.09,High Winds,High,1.0,KITCH-1,Yes,No,False
NN-2143,2025-02-13,,Swft-X,26,158.92,2.46,Rainy,Medium,5.0,KITCH-5,No,Yes,False
NN-2144,2025-02-18,Individual,Heavy-Lift,23,132.46,13.07,Clear,Medium,2.0,KITCH-2,Yes,Yes,False
NN-2145,2025-07-05,VIP,Eco-Glide,25,80.25,13.4,Stormy,Medium,3.0,KITCH-2,No,Yes,False
NN-2146,2025-02-28,Corporate,Swft-X,14,157.06,4.34,Clear,Low,,KITCH-3,No,Yes,False
NN-2147,2025-03-23,Individual,Swift-X,10,171.56,2.13,High Winds,High,4.0,KITCH-3,Yes,Yes,False
NN-2148,2025-10-11,Individual,Heavy-Lift,40,147.93,11.77,High Winds,Low,5.0,KITCH-3,No,Yes,True
NN-2149,2025-10-29,VIP,Swift-X,16,218.06,4.22,Clear,High,1.0,KITCH-3,Yes,Yes,False
NN-2150,2025-03-09,Corporate,Swift-X,15,152.33,6.83,Rainy,High,4.0,KITCH-4,Yes,Yes,False
NN-2151,2025-04-14,Individual,Swift-X,3,290.16,2.12,Stormy,High,2.0,KITCH-2,No,No,False
NN-2152,2025-03-16,Individual,Eco-Glide,18,197.82,4.44,Rainy,Low,,KITCH-1,Yes,Yes,False
NN-2153,2025-04-12,Corporate,Eco-Glide,11,250.91,12.54,High Winds,High,,KITCH-5,No,No,False
NN-2154,2025-11-25,,Swift-X,41,72.89,12.7,Stormy,High,3.0,KITCH-4,No,Yes,True
NN-2155,2025-03-02,Individual,Swift-X,35,146.31,4.16,High Winds,High,4.0,KITCH-5,Yes,No,False
NN-2156,2025-06-10,,Heavy-Lift,18,130.9,6.0,Clear,Low,4.0,KITCH-2,Yes,Yes,False
NN-2157,2025-04-27,VIP,Heavy-Lift,47,190.22,3.12,High Winds,Low,1.0,KITCH-1,No,Yes,True
NN-2158,2025-07-09,VIP,Eco-Glide,34,264.58,2.26,Stormy,Low,,KITCH-2,No,No,False
NN-2159,2025-11-03,Corporate,Swift-X,21,64.98,15.39,High Winds,Low,4.0,KITCH-3,Yes,No,False
NN-2160,2025-09-13,VIP,Heavy-Lift,0,63.51,10.57,Clear,High,2.0,KITCH-3,Yes,Yes,False
NN-2161,2025-05-10,,Eco-Glide,47,261.83,8.95,Rainy,High,4.0,KITCH-4,No,No,True
NN-2162,2025-02-21,,Heavy-Lift,11,99.28,12.15,High Winds,Low,2.0,KITCH-1,No,Yes,False
NN-2163,2025-01-06,,Swift-X,8,215.53,13.21,Clear,High,4.0,KITCH-2,No,Yes,False
NN-2164,2025-03-25,,Swift-X,35,183.43,12.74,Stormy,High,,KITCH-2,Yes,Yes,False
NN-2165,2025-06-11,Corporate,Swft-X,49,257.39,1.44,Stormy,High,1.0,KITCH-3,Yes,Yes,True
NN-2166,2025-10-13,VIP,Swift-X,38,76.9,3.87,Rainy,Medium,2.0,KITCH-1,No,No,True
NN-2167,2025-08-16,,Swift-X,30,78.09,10.57,Clear,Low,2.0,KITCH-5,No,No,False
NN-2168,2025-01-05,Corporate,Heavy-Lift,30,186.99,6.57,Rainy,Medium,5.0,KITCH-1,Yes,No,False
NN-2169,2025-01-15,,Swft-X,33,286.33,15.25,High Winds,Medium,,KITCH-2,No,Yes,False
NN-2170,2025-09-06,VIP,Eco-Glide,32,150.82,10.72,High Winds,Low,3.0,KITCH-1,Yes,No,False
NN-2171,2025-10-05,VIP,Swift-X,27,128.37,14.88,Clear,Low,,KITCH-4,No,No,False
NN-2172,2025-07-27,,Heavy-Lift,26,199.71,4.08,Rainy,Low,1.0,KITCH-2,No,No,False
NN-2173,2025-10-25,Corporate,Swift-X,24,282.26,13.55,Clear,Low,5.0,KITCH-2,No,No,False
NN-2174,2025-12-20,Individual,Swft-X,17,258.42,5.8,Stormy,High,5.0,KITCH-4,No,Yes,False
NN-2175,2025-11-25,Individual,Heavy-Lift,22,298.85,15.35,Stormy,Low,5.0,KITCH-4,Yes,Yes,False
NN-2176,2025-05-19,VIP,Swift-X,8,50.75,3.45,Clear,Medium,3.0,KITCH-2,No,Yes,False
NN-2177,2025-11-16,Corporate,Heavy-Lift,24,73.78,8.58,Clear,Medium,3.0,KITCH-2,Yes,No,False
NN-2178,2025-12-24,,Swft-X,999,200.41,12.54,Clear,High,,KITCH-3,No,Yes,True
NN-2179,2025-02-10,Corporate,Eco-Glide,13,254.25,7.39,Stormy,Low,1.0,KITCH-2,No,Yes,False
NN-2180,2025-09-18,Corporate,Swift-X,26,117.74,7.89,Rainy,Medium,5.0,KITCH-3,No,Yes,False
NN-2181,2025-04-12,Individual,Eco-Glide,38,106.0,15.3,Clear,Medium,2.0,KITCH-3,Yes,Yes,True
NN-2182,2025-03-15,VIP,Eco-Glide,34,245.68,7.28,High Winds,Medium,5.0,KITCH-1,Yes,Yes,False
NN-2183,2025-02-25,Individual,Eco-Glide,9,59.38,9.84,Clear,High,5.0,KITCH-3,No,No,False
NN-2184,2025-10-12,VIP,Heavy-Lift,15,139.19,1.98,Rainy,Medium,4.0,KITCH-2,No,No,False
NN-2185,2025-12-08,Individual,Heavy-Lift,34,173.98,13.24,Rainy,Medium,,KITCH-4,Yes,Yes,False
NN-2186,2025-02-17,Corporate,Swift-X,15,187.89,10.47,High Winds,High,5.0,KITCH-3,Yes,Yes,False
NN-2187,2025-12-01,,Eco-Glide,22,230.8,6.98,Rainy,High,2.0,KITCH-5,No,No,False
NN-2188,2025-04-10,Corporate,Swft-X,30,135.49,1.43,Clear,High,3.0,KITCH-1,Yes,Yes,False
NN-2189,2025-03-13,Individual,Swift-X,15,201.23,9.66,High Winds,Low,,KITCH-5,Yes,No,False
NN-2190,2025-01-14,VIP,Eco-Glide,26,194.27,1.38,Stormy,Low,2.0,KITCH-2,Yes,Yes,False
NN-2191,2025-11-30,Individual,Swift-X,11,184.64,1.22,Clear,High,4.0,KITCH-4,No,No,False
NN-2192,2025-06-22,VIP,Swift-X,18,208.32,10.01,High Winds,Medium,5.0,KITCH-3,No,No,False
NN-2193,2025-09-17,Individual,Eco-Glide,28,111.16,3.9,Stormy,Low,3.0,KITCH-4,Yes,No,False
NN-2194,2025-01-01,VIP,Eco-Glide,9,66.59,3.94,Clear,Medium,1.0,KITCH-1,Yes,No,False
NN-2195,2025-04-24,VIP,Swift-X,29,75.41,10.54,Rainy,High,5.0,KITCH-5,No,No,False
NN-2196,2025-11-01,Corporate,Eco-Glide,24,102.27,1.97,Rainy,Low,2.0,KITCH-4,Yes,No,False
NN-2197,2025-12-18,,Eco-Glide,30,172.55,5.68,Stormy,Low,5.0,KITCH-5,No,No,False
NN-2198,2025-10-09,VIP,Swift-X,27,259.31,3.34,Stormy,Medium,5.0,KITCH-1,Yes,No,False
NN-2199,2025-07-26,,Swift-X,38,223.83,9.5,High Winds,High,2.0,KITCH-4,No,Yes,True
NN-2200,2025-01-07,VIP,Swift-X,26,246.21,10.66,Clear,Low,5.0,KITCH-5,No,Yes,False
NN-2201,2025-06-26,Individual,Swft-X,20,134.5,11.51,Rainy,Low,5.0,KITCH-4,Yes,Yes,False
NN-2202,2025-10-04,Individual,Swft-X,26,148.19,4.85,Stormy,Medium,1.0,KITCH-3,Yes,No,False
NN-2203,2025-03-13,,Swift-X,30,145.39,2.48,Clear,Low,5.0,KITCH-2,Yes,No,False
NN-2204,2025-06-20,Individual,Eco-Glide,25,93.93,2.33,Rainy,High,1.0,KITCH-3,Yes,Yes,False
NN-2205,2025-10-15,Individual,Swift-X,25,60.61,7.29,Clear,High,5.0,KITCH-4,No,Yes,False
NN-2206,2025-05-16,Corporate,Eco-Glide,17,195.68,14.73,Stormy,Medium,,KITCH-3,Yes,No,False
NN-2207,2025-06-03,VIP,Swift-X,18,297.25,4.31,Stormy,Low,1.0,KITCH-3,Yes,Yes,False
NN-2208,2025-08-26,Corporate,Heavy-Lift,10,87.54,4.87,Clear,Medium,4.0,KITCH-4,Yes,No,False
NN-2209,2025-06-02,VIP,Eco-Glide,42,56.9,2.64,Clear,High,4.0,KITCH-5,No,No,True
NN-2210,2025-02-04,,Swft-X,12,243.78,9.86,Clear,Medium,5.0,KITCH-5,No,Yes,False
NN-2211,2025-04-28,Corporate,Heavy-Lift,18,109.41,10.92,Stormy,Low,1.0,KITCH-4,No,No,False
NN-2212,2025-10-26,Individual,Swft-X,17,256.56,10.39,Rainy,High,1.0,KITCH-2,Yes,Yes,False
NN-2213,2025-11-26,,Eco-Glide,33,224.5,13.51,Clear,Medium,5.0,KITCH-3,Yes,No,False
NN-2214,2025-05-25,Individual,Eco-Glide,22,286.15,8.16,High Winds,Low,5.0,KITCH-5,No,Yes,False
NN-2215,2025-10-05,Corporate,Swift-X,37,149.28,3.12,Clear,High,4.0,KITCH-5,No,No,True
NN-2216,2025-07-08,Individual,Eco-Glide,18,213.8,5.34,Stormy,Low,2.0,KITCH-4,No,Yes,False
NN-2217,2025-05-26,Individual,Swift-X,27,163.54,10.67,Clear,High,2.0,KITCH-5,No,No,False
NN-2218,2025-06-09,Individual,Swift-X,16,205.8,9.97,High Winds,Low,5.0,KITCH-2,No,No,False
NN-2219,2025-02-06,,Heavy-Lift,46,159.65,8.79,Clear,Low,2.0,KITCH-1,Yes,No,True
NN-2220,2025-07-09,VIP,Eco-Glide,13,93.1,10.97,Rainy,Medium,3.0,KITCH-1,No,No,False
NN-2221,2025-01-21,,Heavy-Lift,28,174.51,10.31,Clear,Medium,2.0,KITCH-5,Yes,Yes,False
NN-2222,2025-07-19,Corporate,Heavy-Lift,31,179.79,13.8,Clear,Low,,KITCH-3,No,No,False
NN-2223,2025-06-25,Corporate,Swift-X,29,251.7,9.58,Clear,Medium,,KITCH-2,Yes,No,False
NN-2224,2025-12-01,Individual,Swift-X,23,232.56,12.33,Clear,Low,5.0,KITCH-3,No,Yes,False
NN-2225,2025-08-09,Corporate,Swift-X,23,214.27,4.76,Rainy,High,,KITCH-4,Yes,Yes,False
NN-2226,2025-10-15,Individual,Swift-X,25,73.91,10.9,Rainy,Low,4.0,KITCH-3,No,Yes,False
NN-2227,2025-09-17,,Swift-X,23,228.76,14.1,Rainy,Medium,5.0,KITCH-3,No,Yes,False
NN-2228,2025-05-13,,Swft-X,34,172.58,6.72,Clear,Low,3.0,KITCH-3,Yes,No,False
NN-2229,2025-01-18,Corporate,Eco-Glide,47,273.0,12.34,Rainy,Low,,KITCH-2,No,Yes,True
NN-2230,2025-10-22,Individual,Eco-Glide,19,279.57,11.56,Rainy,Low,4.0,KITCH-5,Yes,Yes,False
NN-2231,2025-02-16,Individual,Swft-X,11,-59.06,2.05,Clear,High,3.0,KITCH-5,No,No,False
NN-2232,2025-03-05,VIP,Swft-X,24,254.26,9.52,Stormy,Medium,3.0,KITCH-5,No,No,False
